MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,COMMON_NAME_USE,CLUSTER
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - STETSON BANK,WENCHMAN,1201
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"AMBERJACK, GREATER",1202
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"AMBERJACK, LESSER",1203
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,AMBERJACKS,1204
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"BASS, BANK SEA",1205
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"BASS, BLACK SEA",1206
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"BASSES, MIXED SEA",1207
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,Caulolatilus,1208
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,Centropristis melana,1209
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, BLACK",1210
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, GAG",1211
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, GOLIATH",1212
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, MISTY",1213
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, NASSAU",1214
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, RED",1215
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, SNOWY",1216
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, WARSAW",1217
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, YELLOWEDGE",1218
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, YELLOWFIN",1219
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GROUPER, YELLOWMOUTH",1220
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"GRUNT, WHITE",1221
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"HIND, RED",1222
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"HIND, ROCK",1223
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"HIND, SPECKLED",1224
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,HOGFISH,1225
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"JACK, ALMACO",1226
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PERCH, DWARF SAND",1227
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PERCH, SAND",1228
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,PIGFISH,1229
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,PINFISH,1230
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PORGY, GRASS",1231
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PORGY, JOLTHEAD",1232
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PORGY, KNOBBED",1233
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PORGY, LITTLEHEAD",1234
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"PORGY, RED",1235
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"RUDDERFISH, BANDED",1236
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,SCAMP,1237
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,SCHOOLMASTER,1238
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, BLACKFIN",1239
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, CARDINAL",1240
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, CUBERA",1241
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, DOG",1242
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, GRAY",1243
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, LANE",1244
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, MAHOGANY",1245
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, MUTTON",1246
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, QUEEN",1247
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, RED",1248
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, SILK",1249
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, VERMILION",1250
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"SNAPPER, YELLOWTAIL",1251
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TILEFISH, ANCHOR",1252
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TILEFISH, BLACKLINE",1253
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TILEFISH, BLUELINE",1254
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TILEFISH, GOLDEN",1255
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TILEFISH, GOLDFACE",1256
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,TOMTATE,1257
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TRIGGERFISH, GRAY",1258
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,"TRIGGERFISH, QUEEN",1259
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,HAPC - STETSON BANK,WENCHMAN,1260
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,ALL,TILEFISH,1261
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,PUERTO RICO MANAGEMENT AREA,"CONCH, QUEEN",1262
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,PUERTO RICO MANAGEMENT AREA,"CONCH, QUEEN",1263
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,ST. THOMAS/ST. JOHN MANAGEMENT AREA,"CONCH, QUEEN",1264
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,ST. THOMAS/ST. JOHN MANAGEMENT AREA,"CONCH, QUEEN",1265
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,ST. CROIX MANAGEMENT AREA,"CONCH, QUEEN",1266
ACL,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,ST. CROIX MANAGEMENT AREA,"CONCH, QUEEN",1267
ALLOWABLE SPECIES,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,EAST OF 64°34' W. LON. QUEEN CONCH FISHERY MANAGEMENT AREA,"CONCH, QUEEN",1268
ALLOWABLE SPECIES,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,EAST OF 64°34' W. LON. QUEEN CONCH FISHERY MANAGEMENT AREA,"CONCH, QUEEN",1269
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, HAWKWING",1270
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, MILK",1271
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, QUEEN",1272
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, ROOSTERTAIL",1273
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, WEST INDIAN FIGHTING",1274
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, CAMEO",1275
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, CARIBBEAN",1276
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, FLAME",1277
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"STARSNAIL, GREEN",1278
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TOPSNAIL, WEST INDIAN",1279
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TRITON, ATLANTIC TRUMPET",1280
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TULIP, TRUE",1281
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"VASE, CARIBBEAN",1282
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, HAWKWING",1283
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, MILK",1284
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, QUEEN",1285
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, ROOSTERTAIL",1286
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"CONCH, WEST INDIAN FIGHTING",1287
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, CAMEO",1288
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, CARIBBEAN",1289
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"HELMET, FLAME",1290
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"STARSNAIL, GREEN",1291
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TOPSNAIL, WEST INDIAN",1292
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TRITON, ATLANTIC TRUMPET",1293
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"TULIP, TRUE",1294
CLOSURE,SEASONAL,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,GRAMMANIK BANK REEF FISH FISHERY MANAGEMENT AREA,"VASE, CARIBBEAN",1295
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,RECREATIONAL,ALL,CARIBBEAN,ALL,"CONCH, QUEEN",1296
PROHIBITED SPECIES,ONCE,FEDERAL,EEZ,QUEEN CONCH RESOURCES OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,ALL,"CONCH, QUEEN",1297
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, ATLANIC SEABOB",1298
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, NORTHERN BROWN",1299
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, NORTHERN PINK",1300
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, NORTHERN WHITE",1301
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, ROCK",1302
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BOTTOM LONGLINE,GULF OF MEXICO,HAPC - PULLEY RIDGE,"SHRIMP, ROYAL RED",1303
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, ATLANIC SEABOB",1304
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, NORTHERN BROWN",1305
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, NORTHERN PINK",1306
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, NORTHERN WHITE",1307
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, ROCK",1308
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,WEST AND EAST FLOWER GARDEN BANKS HAPC,"SHRIMP, ROYAL RED",1309
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,POTS AND TRAPS,GULF OF MEXICO,HAPC - STETSON BANK,"SHRIMP, ATLANIC SEABOB",1310
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,POTS AND TRAPS,GULF OF MEXICO,HAPC - STETSON BANK,"SHRIMP, NORTHERN BROWN",1311
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,POTS AND TRAPS,GULF OF MEXICO,HAPC - STETSON BANK,"SHRIMP, NORTHERN PINK",1312
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,POTS AND TRAPS,GULF OF MEXICO,HAPC - STETSON BANK,"SHRIMP, NORTHERN WHITE",1313
